141,,,"Jihadists execute three Syria rebel officers Monitor AFP Saturday 21 Jun 2014 Jihadists from the Islamic State of Iraq and the Levant (ISIL) have executed three officers of the Western and Arab-backed rebel Free Syrian Army a monitor said Saturday. The bullet-riddled bodies of the three were found on Friday two days after suspected Islamist militants kidnapped them in the oil-rich eastern province of Deir Ezzor said the Syrian Observatory for Human Rights. ISIL which grew from the ranks of Al-Qaeda before splitting with the global terror network is active in both Syria and neighbouring Iraq and seeks to set up an Islamic state that straddles both countries. But the radical group has faced a major backlash from other rebels fighting to topple the Syrian regime and from Al-Qaedas affiliate in Syria Al-Nusra Front amid accusations of atrocities in Syrias three-year war. The FSA this month called for help from ""friendly and brotherly Arab nations"" to fight ISIL in Deir Ezzor. Rebels in Syria including Al-Nusra Front militants have been battling ISIL since the start of the year in fighting that has reportedly killed more than 6000 people. The clashes have mostly raged in the north and east of the country and on Friday ISIL seized control of the areas of Hafez and Muhassen in Deir Ezzor. The FSA officers executed by the jihadists had been kidnapped in Hafez the Britain-based Observatory said. ISIL has been battling Iraqi government forces since June 9 when in launched a lightening offensive in the north of the country.","{""Name of casualty or group"": ""Three FSA rebel officers"", ""Gender or age group"": ""Male (adults)"", ""Cause of death"": ""Shooting/bullet-riddled bodies"", ""Type"": ""Non-civilian (FSA rebel officers)"", ""Actor"": ""ISIL (jihadists)"", ""Place of death"": ""Hafez and Muhassen)"", ""Date of death"": ""Not specified in the article""}",actor,"The actor is the person or group responsible for the attack. You need to choose different facts for the value ""Actor"". Changed facts must bear different meaning. Common actors of Syrian war are: rebel groups, Russian forces, ISIS, the Syrian army, USA army, etc."
328,,,Sat Aug 6 2016 At Least 40 Civilians Killed in US Warplanes Bombardments in Manbij. The US Air Force bombed heavily two residential areas in the war-hit town of Manbij in Northeastern Aleppo leaving 43 civilians dead and many more wounded. The US warplanes for the fourth time in their so-called anti-terrorism operations targeted al-Haal market al-Sinaah district and the only bakery of the town claiming lives of 23 civilians in al-Haal and 21 others in al-Sinaah FNA reports. Telecommunication building of Manbij was also ruined in the US air attacks. Also in July over 25 civilians were killed and at least 100 more were wounded in US Air Forces attacks on an ISIL-held village near the town of Manbij. The US coalition struck the densely populated village of Aghanndorh near Manbij causing severe damage to a number of civilian sites including several residential homes. 12,"{""Name of casualty or group"": ""Civilian residents in Manbij"", ""Gender or age group"": ""Adults and children (not specified)"", ""Cause of death"": ""US warplanes bombardments"", ""Type"": ""Non-civilian military personnel were not targeted"", ""Actor"": ""US Air Force"", ""Place of death"": ""Manbij in Northeastern Aleppo"", ""Date of death"": ""August 6, 2016""}",actor,"The actor is the person or group responsible for the attack. You need to choose different facts for the value ""Actor"". Changed facts must bear different meaning. Common actors of Syrian war are: rebel groups, Russian forces, ISIS, the Syrian army, USA army, etc."
343,"A recent series of operations against Daesh terrorists in Syria has resulted in significant losses for the terrorist group. According to reports, 24 Daesh members were killed during clashes with the Kurdish-led Syrian Democratic Forces (SDF). The SDF successfully liberated three small villages northeast of Deir ez-Zor from Daesh control, seizing some terrorist ammunition in the process.

Additionally, the SDF continued their push against Daesh in Raqqa, killing another 12 terrorists. Unfortunately, this led to the deaths of three SDF fighters. The operations by the SDF are part of their efforts to eliminate Daesh presence independently of Damascus.","{""Name of casualty or group"": ""Daesh terrorists"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""Fighting with Kurdish-led Syrian Democratic Forces (SDF)"", ""Type"": ""Non-civilian"", ""Actor"": ""SDF"", ""Place of death"": ""Three small villages to the northeast of Deir ez-Zor"", ""Date of death"": ""Sunday""}",02.10.2017Get short URL 191 A total of 24 Daesh terrorists were killed in Syrian separate operations near the cities of Deir ez-Zor and Raqqa local media reported on Monday citing anonymous sources. MOSCOW (Sputnik) A total of 24 Daesh terrorists (a terrorist group banned in Russia) were killed in separate operations in Syria near the cities of Deir ez-Zor and Raqqa local media reported on Monday citing anonymous sources. Sputnik µ Years of Living Next to Daesh for Syrian Family From Deir ez-Zor According to the ANF News media outlet 12 Daesh members were killed by the Kurdish-led Syrian Democratic Forces (SDF) during fighting for three small villages to the northeast of Deir ez-Zor. The villages were liberated and some terrorist ammunition was seized. Another 12 Daesh terrorists were killed in Raqqa as the SDF continue their advance in the center of the city. Three SDF fighters were also killed in the clashes. The SDF are concluding their own operations against Daesh in northern Syria independently of Damascus. In late 2016 the SDF supported by the US-led international coalition started an operation aimed to liberate Raqqa. ... 91 Related US Mistakes Lack of Aid Led to Humanitarian Catastrophe in Raqqa - Moscow British Filmmaker Loved by Kurdish Community Killed in Daesh Ambush Near Raqqa US-Led Coalition Airstrikes Near Raqqa Killed at Least 84 Civilians US-Led Coalition Airstrikes Kill at Least 12 Civilians in Syrian Deir ez-Zor Tags murder Syrian Democratic Forces (SDF) Daesh Syria Raqqa Deir ez-Zor Community standardsDiscussion Comment via FacebookComment via Sputnik News,"{""Name of casualty or group"": ""Not specified"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""Fighting with Kurdish-led Syrian Democratic Forces (SDF)"", ""Type"": ""Non-civilian (Daesh terrorists)"", ""Actor"": ""SDF"", ""Place of death"": ""Three small villages to the northeast of Deir ez-Zor"", ""Date of death"": ""Not specified""}",name of casualty or group,"Name of casualty or group is the name of the casualty or the name of the group associated with the casualty. You need to choose different facts for the value ""Name of casualty or group"". Changed facts must bear different meaning. Common examples are: Civilians (General category encompassing men, women, and children), Syrian Army (SAA), Free Syrian Army (FSA), National Liberation Front (NLF), Hay'at Tahrir al-Sham (HTS), People's Protection Units (YPG), Syrian Democratic Forces (SDF), Islamic State (ISIS), Hezbollah, Russian Forces, The White Helmets (Syrian Civil Defence), Kurdish Female Fighters (YPJ), Foreign Fighters (joining various factions), Al-Nusra Front Commanders, Civilians in Refugee Camps."
422,"On August 28, 2016, a devastating Turkish bombardment in Syria resulted in the loss of at least 20 lives. The attack occurred on the fifth day of Turkey's operation ""Euphrates Shield"", which aimed to target the Takfiri ISIL group. However, the shelling and air strikes hit Jeb el-Kussa village, a civilian area located south of Jarabulus, killing at least 20 people and wounding 50 others.

The Britain-based Syrian Observatory for Human Rights reported that some fighters from the area backed by Kurdish forces were also killed in the attack. This comes after Turkey suffered its first fatality on Saturday, blaming Kurdish militia for a fight over control of the border region.

Clashes erupted between Turkish forces and pro-Kurdish fighters in the town of Al-Amarneh on Saturday, marking the first time such conflicts occurred during the operation.","{""Name of casualty or group"": ""Turkish civilians"", ""Gender or age group"": ""Adult (implied by civilians)"", ""Cause of death"": ""Turkish shelling and air strikes"", ""Type"": ""Civilian"", ""Actor"": ""Turkish forces"", ""Place of death"": ""Border region near Jarabulus"", ""Date of death"": ""August 28, 2016""}","28-08-2016 Turkish Bombardment Kills 20 Civilians in Syria. Turkish shelling and air strikes killed at least 20 civilians in Syria on Sunday the fifth day of an incursion allegedly against the Takfiri ISIL group. Turkish shelling and air strikes killed at least 20 civilians in Syria on Sunday the fifth day of an incursion allegedly against the Takfiri ISIL group. ""At least 20 civilians were killed and 50 others wounded by Turkish artillery fire and air strikes on Sunday morning at Jeb el-Kussa"" a village south of Jarabulus said Rami Abdel Rahman of the Syrian Observatory for Human Rights. It comes after Turkey on Saturday suffered its first fatality since launching operation ""Euphrates Shield"" in Syria blaming Kurdish militia in a fight for control of the border region. The Britain-based Observatory said the bombardment targeted an area south of the former ISIL group stronghold of Jarabulus which Turkish-led forces captured on the first day of the incursion. Jeb el-Kussa is located 14 kilometers (almost nine miles) south of Jarabulus and is controlled by fighters from the area backed by Kurdish forces. Some of the fighters were killed in Sundays shelling and air strikes but the number was not yet clear said the Observatory a Britain-based monitor with a network of sources on the ground. On Saturday clashes erupted for the first time between Turkish forces backed by tanks and pro-Kurdish fighters in the town of Al-Amarneh also south of Jarabulus. ","{""Name of casualty or group"": ""Civilians"", ""Gender or age group"": ""Adult (implied by civilians)"", ""Cause of death"": ""Turkish shelling and air strikes"", ""Type"": ""Civilian"", ""Actor"": ""Turkish forces"", ""Place of death"": ""Jeb el-Kussa village south of Jarabulus"", ""Date of death"": ""August 28, 2016""}",Place of death,"Place of death refers to the cities or areas where the attacks happened. You need to choose different facts for the value ""Place of death"". Changed facts must bear different meaning. Common places are Aleppo, Damascus, Homs, Idlib, Hasaka, Deir ez-Zor, Daraa, Qamishli or Tartus."
311,"A report has emerged that at least 15 civilians, including three children, were killed in airstrikes conducted by the US military. The Syrian Observatory for Human Rights reported on Wednesday that the attacks occurred over the past 24 hours in Aleppo Province, Syria. This comes a day after concerns were raised about alleged Russian airstrikes with civilian casualties.

In another incident, Russian Defense Ministry spokesman Major General Igor Konashenkov denied reports of Russian airstrikes in Idlib, which reportedly killed at least 23 people, including one near a hospital.

Kurdish-Arab alliance forces are launching an attack to capture the Manbij pocket from Daesh, with US officials deploying special forces troops alongside the Syrian Democratic Forces. The Observatory reported that the forces have captured 16 villages and advanced to within nine miles of Manbij.

Turkish military forces also shelled northern Syria, claiming to target ISIS positions. However, reports of cross-border fire from Syria have claimed lives in the Turkish border town of Kilis, with Turkey accused of supporting Takfiri militants in Syria.","{""Name of casualty or group"": ""Not specified; referred to civilians at Manbij"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""Airstrikes (US)"", ""Type"": ""Civilian"", ""Actor"": ""US military"", ""Place of death"": ""Aleppo Province"", ""Date of death"": ""December 15, 2016""}",Wed Jun 1 2016 15 Syrian Civilians 3 Children Killed in Aleppo by US Airstrikes Report. At least 15 civilians including three children have been killed in northern Syria in US airstrikes purportedly targeting ISIS positions in the Arab country a report says. The so-called Syrian Observatory for Human Rights (SOHR) said Wednesday that the attacks had occurred in the city of Manbij in Aleppo Province during the past 24 hours. The airstrikes came a day after the White house said the US government was following up on press reports about alleged Russian airstrikes in Syria with civilian casualties. The observatory and the Reuters news agency said on Tuesday that at least 23 people had been killed in Russian airstrikes in the militant-held city of Idlib including one near a hospital. Russian Defense Ministry spokesman Major General Igor Konashenkov denied the reports. We urge people to remain critical of any horror stories spread by the British tandem of the Syrian Observatory for Human Rights and Reuters news agency he said. Elsewhere in northern Syria thousands of troops from a Kurdish-Arab alliance are launching an attack to capture from Daesh a crucial swathe of the region known as the Manbij pocket following weeks of quiet preparations US officials told Reuters. The Pentagon has reportedly deployed more than 200 special forces troops alongside the Syrian Democratic Forces (SDF) a coalition of Kurdish Arab Assyrian Armenian and Turkmen fighters. The Observatory said that the forces captured16 villages from Daesh and advanced to within nine miles on Manbij. Meanwhile Turkish military forces shelled northern Syria claiming to have targeted positions of the ISIS Takfiri terrorist group in the war-torn Arab country. The Turkish General Staff said in a statement on Wednesday that at least 14 members of the terrorist group were killed during the shelling on the city of Aleppo. The state-run Anadolu Agency citing military officials said Wednesday the strikes destroyed a tank two mortar positions a building used as headquarters and three vehicles belonging to the terrorists. The report which could not be independently verified said the air raids came after Turkeys military had determined that Daesh militants were preparing to attack the Turkish territory from the region. Cross-border fire from Syria has claimed 21 lives and wounded dozens of others in the border town of Kilis south central Turkey this year. Turkey itself stands accused of supporting Takfiri militants in Syria. Al-Qaeda-linked al-Nusra Front and other Takfiri terrorists hold most of the northwestern province of Idlib and parts of neighboring Aleppo province. On Sunday Associated Press said Nusra Front has used a March ceasefire to recruit thousands of militants including teenagers who had used the Turkish border to slip into Syria. It is illustrating how the ceasefire put in place by Russia and the United States to weaken the militants has in many ways backfired the news agency said. Since March Nusra Front has recruited 3000 new militants including teenagers in comparison to an average of 200 to 300 a month before AP quoted SOHR as saying. Other sources said hundreds living in camps for displaced people in the northern parts near Turkey have joined the al-Qaeda branch Press TV reported. 212,"{""Name of casualty or group"": ""Not specified; referred to civilians at Manbij"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""Airstrikes (US)"", ""Type"": ""Civilian"", ""Actor"": ""US military"", ""Place of death"": ""Manbij"", ""Date of death"": ""June 1, 2016""}",date of death,"The date of death refers to thime where the attack happened in the article. You need to choose different dates for the value ""Date of death"". Changed facts must bear different meaning."
298,,,"Wed Jul 29 2015 Israeli Strike on Syrian Town Kills 5 Soldiers. An Israeli air strike on a government-held village on the Syrian side of the Golan Heights ceasefire line killed five Syrian forces on Wednesday a monitoring group said. ""An Israeli plane hit a car inside the town of Hader killing two men 5 popular committee forces in the town"" said Rami Abdel Rahman director of the Syrian Observatory for Human Rights. Hader is a Druze village that lies along the ceasefire line with the Israeli-occupied portion of the Golan Heights plateau to the west and the border with Damascus province to the northeast. According to Hezbollahs official television station Al-Manar ""two members of Syrias National Defence Forces were killed when an Israeli drone targeted their car at the entrance of Hader in Quneitra province."" The National Defence Forces has fighters operating throughout Syria. Rebel fighters surrounded the village of Hader on June 17 after fierce clashes with Syrias National Defence Forces in the area. Druze minority has expressed concern that their brethren in Syria would be targeted by rebels. According to AFP the Druze are a offshoot of Shiite Islam. Officials say there are 110000 of them in northern Israel and another 20000 in the Israeli-occupied Golan. Israel seized 1200 square kilometres of the Golan Heights from neighboring Syria in the 1967 Six Day War.","{""Name of casualty or group"": ""Syrian forces"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""Israeli air strike (explosion)"", ""Type"": ""Non-civilian (military personnel - National Defence Forces)"", ""Actor"": ""Israel (Israeli military"", ""Place of death"": ""Hader village"", ""Date of death"": ""Wednesday (no specific date mentioned)""}",actor,"The actor is the person or group responsible for the attack. You need to choose different facts for the value ""Actor"". Changed facts must bear different meaning. Common actors of Syrian war are: rebel groups, Russian forces, ISIS, the Syrian army, USA army, etc."
292,"The brutal actions of ISIL in eastern Syria have claimed the lives of over 700 civilians, mostly from the al-Sheitaat tribe. The majority were beheaded, a stark reminder of the group's ruthless tactics. This devastating incident occurred after ISIL took control of two oil fields in July, marking a significant escalation of their grip on parts of Syria.

The conflict between ISIL and the al-Sheitaat tribe has been ongoing for several weeks, with 300 men executed in one day when ISIL stormed the town of Ghraneij. Civilians fleeing the affected areas have taken sanctuary in other villages or traveled to Iraq, as residents were given three days to leave. This tragic chapter adds to the already grim tally of over 170,000 lives lost in the three-year-old conflict.","{""Name of casualty or group"": ""Deir al-Zour province"", ""Gender or age group"": ""civilians (male"", ""Cause of death"": ""beheadings and execution by ISIL"", ""Type"": ""civilian"", ""Actor"": ""ISIL (Islamic State of Iraq and the Levant)"", ""Place of death"": """", ""Date of death"": """"}",Sun Aug 17 2014 ISIL kills 700 people from Syrian tribe. The so-called Islamic State of Iraq and the Levant (ISIL) militant group has executed 700 members of a tribe it has been battling in eastern Syria during the past two weeks the majority of them civilians a human rights monitoring group says. The Syrian Observatory for Human Rights which has tracked violence on all sides of the three-year-old conflict said on Saturday that reliable sources reported beheadings were used to execute many of the al-Sheitaat tribe which is from Deir al-Zour province. The conflict between ISIL and the al-Sheitaat tribe who number about 70000 flared after the militants took over two oil fields in July. Those who were executed are all al-Sheitaat Observatory director Rami Abdel-Rahman said by telephone from Britain. Some were arrested judged and killed. Straddling parts of Iraq and Syria ISIL has swept across northern Iraq in recent weeks pushing back Kurdish regional forces and driving tens of thousands of Muslims Christians and members of the Yazidi religious minority from their homes. The insurgents are also tightening their grip in parts of Syria of which they now control roughly a third mostly rural areas in the north and east. An activist in Deir al-Zour who spoke on condition of anonymity told Reuters that 300 men were executed in one day in the town of Ghraneij one of the three main towns of the al-Sheitaat tribal heartland when ISIL stormed the town earlier this week. Another opposition activist from Deir al-Zour said residents of al-Sheitaat towns had been given three days to leave. Civilians fleeing al-Sheitaat towns had either taken sanctuary in other villages or travelled to Iraq he said. More than 170000 people have been reportedly killed in Syrias conflict which pits overwhelmingly Takfiri militants against the Syrian government since March 2011. NTJHH,"{""Name of casualty or group"": ""al-Sheitaat tribe"", ""Gender or age group"": ""civilians (male"", ""Cause of death"": ""beheadings and execution by ISIL"", ""Type"": ""civilian"", ""Actor"": ""ISIL (Islamic State of Iraq and the Levant)"", ""Place of death"": ""Deir al-Zour province"", ""Date of death"": ""Not available (past two weeks)""}",date of death,"The date of death refers to thime where the attack happened in the article. You need to choose different dates for the value ""Date of death"". Changed facts must bear different meaning."
253,"France and Britain are calling for United Nations inspectors in Syria to be given immediate access to a site where hundreds of people were allegedly killed in an attack. The opposition in Syria has accused government forces of carrying out the pre-dawn assault, which they claim resulted in over 1,300 deaths. However, the Syrian government denies using any force against civilians.

The British Foreign Secretary, William Hague, said that there was no reason why the UN team should not be given access to the area, as it is relatively close to where they are currently working. The French Foreign Minister, Laurent Fabius, described the alleged attack as a ""horrific tragedy"" reminiscent of other brutal attacks in recent history.

The UN Security Council, which includes Britain and France as permanent members, is holding an emergency meeting to discuss the situation.","{""Name of casualty or group"": ""Not specifically named; referred to as hundreds or 1300 people (by opposition)"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""alleged shelling attack"", ""Type"": ""Civilian"", ""Actor"": ""Government forces (Syrian Arab Army) according to the opposition"", ""Place of death"": ""Rural area near Damascus"", ""Date of death"": ""August 21, 2013""}",August 21 2013 France Britain say U.N. must access alleged Syria attack site. France and Britain said on Wednesday that United Nations inspectors currently in Syria should be allowed immediate access to the site of an alleged deadly chemical weapons attack. Syrias opposition accused government forces of gassing many hundreds of people - by one report as many as 1300 - in a pre-dawn attack on Wednesday. The government of President Bashar al-Assad denied using chemical weapons. I hope this will wake up some who have supported the Assad regime to realize its murderous and barbaric nature British Foreign Secretary William Hague told reporters in Paris. Survivors from what activists say is a gas attack rest inside a mosque in the Duma neighbourhood of Damascus August 21 2013. REUTERS/Bassam Khabieh We hope the U.N. team in Damascus will be given immediate and unrestricted access to this area to try and establish the truth. There is no reason not to be given access when (the site) is not so many miles from where they are doing their work now he added heading into a working dinner with his French counterpart Laurent Fabius. Fabius who earlier spoke over the phone with the head of the opposition Syrian National Coalition called the alleged attack a horrendous tragedy not seen since thousands of Iraqi Kurds were gassed by Saddam Husseins forces at Halabja in 1988. The U.N. Security Council of which Britain and France are permanent members will hold an emergency meeting at 1900 GMT to discuss the alleged attack. Reporting by John Irish; Editing by Andrew Heavens Our Standards:The Thomson Reuters Trust Principles.,"{""Name of casualty or group"": ""Not specifically named; referred to as hundreds or 1300 people (by opposition)"", ""Gender or age group"": ""Not specified"", ""Cause of death"": ""alleged chemical weapons attack"", ""Type"": ""Civilian"", ""Actor"": ""Government forces (Syrian Arab Army) according to the opposition"", ""Place of death"": ""Duma neighborhood of Damascus"", ""Date of death"": ""August 21, 2013""}",Place of death,"Place of death refers to the cities or areas where the attacks happened. You need to choose different facts for the value ""Place of death"". Changed facts must bear different meaning. Common places are Aleppo, Damascus, Homs, Idlib, Hasaka, Deir ez-Zor, Daraa, Qamishli or Tartus."
26,,,27 Jul 2016 At least 48 people dead over 100 injured after truck bomb exploded near security headquarters in the city of Qamishli Hasaka. A man walks by a damaged site after bomb blasts claimed by DAESH hit the northeastern Syrian city of Qamishli near the Turkish border. July 27 2016. (TRT World and Agencies) A bomb blast in the Syrian city of Qamishli on Wednesday killed 48 people and left dozens more wounded. The attack is believed to be among the deadliest in the city for years the British-based Syrian Obervatory for Human Rights said. A large truck bomb was set off near the security headquarters of the Kurdish administration that controls most of Hasaka province in the northeast said the Observatory. The death toll is expected to rise because of the number of people seriously injured added the Observatory. The official SANA news agency said at least 140 people were injured. The attack was initially believed to be a double bombing but sources in the city and the Syrian Observatory for Human Rights subsequently said the initial attack caused a gas tank to detonate. My god! Look at the devastation from this terrorist attack in Qamishli. My prayers are with the victims. pic.twitter.comezhmZ1GOG4 Leith Abou Fadel (leithfadel) July 27 2016 State TV rolled footage from the scene of the blast showing large-scale damage to buildings vast amounts of rubble strewn across the road with plumes of smoke rising. The explosion was so powerful that it shattered windows in shops in the nearby Turkish town of Nusaybin which is directly across the border from where the blast occurred. Two people were slightly hurt in Nusaybin a witness said. The attack was claimed by DAESH. The assault against DAESH in the city of Manbij near the Turkish border has put it under pressure cutting off all routes out of the city. Fighters from the US-backed alliance have recently made incremental advances as they try to flush out the remaining DAESH fighters in Manbij. DAESH has previously targeted Qamishli and the provincial capital Hasaka city with bombs. A suicide blast killed six members of the Kurdish internal security force known as the Asayish in April. In July a suicide bomb killed at least 16 people in Hasaka. Kurdish forces control much of Hasaka province after capturing vast areas from the DAESH in 2015. Source TRTWorld and agencies,"{""Name of casualty or group"": ""At least 48 people"", ""Gender or age group"": ""Adults and children (not specified)"", ""Cause of death"": ""Truck bomb explosion"", ""Type"": ""Civilian"", ""Actor"": ""DAESH (claimed responsibility)"", ""Place of death"": ""Qamishli"", ""Date of death"": ""July 27, 2016""}",date of death,"The date of death refers to thime where the attack happened in the article. You need to choose different dates for the value ""Date of death"". Changed facts must bear different meaning."
28,,,"15 Aug 2016 A suicide attack near the Atmeh refugee camp in Syrias border province of Idlib kills at least 15 people. A civil defence member runs near an ambulance after an airstrike on a hospital in the town of Meles western Idlib city in opposition-held Idlib province Syria August 6 2016 (TRT World and Agencies) A suicide bomber has detonated an explosive vest on a bus in Syrias embattled Idlib province near the Atmeh border crossing killing at least 15 people and injuring 25 others some critically. The Syrian Observatory for Human Rights (SOHR) reported the bus was carrying opposition fighters battling forces loyal to autocratic leader Bashar al Assads regime. Ercan Topaca the Governor of Hatay a Turkish province on the other side of the border from Idlib told Turkeys Anadolu Agency that four people injured in the blast are being treated in Turkish hospitals. He added that four other victims had died after they had been transferred to Turkish hospitals. (TRT World and Agencies) ""Some of the injured might have been evacuated to hospitals around the Atmeh refugee camp on the Syrian side but we dont have any information about the death toll. The identification process of those who lost their lives in Hatay is yet to begin"" Topaca stated. Syrias Idlib province where Atmeh is located is a major stronghold for Syrian opposition forces. The attack in Idlib came a day after heavy air strikes by Russian and regime warplanes killed 26 people and injured 11 others in the province. At least 327 people have also been killed in clashes in the neighbouring province of Aleppo. SOHR said 76 children and 41 women were among those killed in clashes over the last 15 days. The War In Syria Explosion hits Syria-Turkey border crossing Ediz Tiyansan reports - YouTube Syria has been locked in a vicious civil war which started when the Assad regime launched a violent crackdown on pro-democracy protests in 2011. Since then more than a quarter of a million people have been killed and around 10 million have been displaced across the war-battered country UN estimates suggest. According to the Syrian Center for Policy Research the six-year conflict has caused more than 470000 deaths in the country. Source TRTWorld and agencies","{""Name of casualty or group"": ""Not specifically named; referred to casualties at the airbase"", ""Gender or age group"": ""Not specified in the article."", ""Cause of death"": ""explosion"", ""Type"": ""Non-civilian (military personnel at the airbase)"", ""Actor"": ""U.S. military (responsible for the missile strike)"", ""Place of death"": ""Near Homs"", ""Date of death"": ""Not available""}",date of death,"The date of death refers to thime where the attack happened in the article. You need to choose different dates for the value ""Date of death"". Changed facts must bear different meaning."
30,,,"3 Apr 2017 Syrian civil defence volunteers and relatives try to identify bodies of the victims. (TRT World and Agencies) Air strikes by Syrian regime on a rebel-held region near Damascus killed at least 22 civilians on Monday the Syrian Observatory for Human Rights said. The highest toll was in Douma the largest town in the Eastern Ghouta region where raids killed 16 civilians including at least one child and wounded 22 it said. A witness at the town hospital said he saw many wounded people their faces bloodied. All the facilitys beds were occupied by men women and children. Five more civilians were killed in the town of Sabqa and one in the town of Harasta both also in Eastern Ghouta the Observatory said. Devastating regime siege The Eastern Ghouta region is adjacent to the capitals eastern neighbourhood of Jobar which is divided between regime and rebel control. Last month the armed opposition launched a surprise assault against regime forces from Jobar but was repelled after a week of fighting. Eastern Ghouta has been under a devastating regime siege since 2012 and is targeted regularly by air strikes and artillery. It is the last remaining opposition stronghold near Damascus where a string of local ""reconciliation deals"" have seen villages and towns brought back under the control of regime leader Bashar Al Assad. The regime is fighting to push rebels out of five neighbourhoods in Damascus. The rebels control almost all of Qabun and Tishreen in the northeast as well as half of Jobar in the east. They are also present in Barzeh in the north and Tadamun in the south but the neighbourhoods are covered by a truce with the regime. Source TRTWorld and agencies","{""Name of casualty or group"": ""Not specifically named; referred to civilians at Douma"", ""Gender or age group"": ""Includes at least one child"", ""Cause of death"": ""Air strikes by Syrian regime"", ""Type"": ""Civilian"", ""Actor"": ""Syrian regime"", ""Place of death"": ""Douma"", ""Date of death"": ""April 3, 2017""}",Place of death,"Place of death refers to the cities or areas where the attacks happened. You need to choose different facts for the value ""Place of death"". Changed facts must bear different meaning. Common places are Aleppo, Damascus, Homs, Idlib, Hasaka, Deir ez-Zor, Daraa, Qamishli or Tartus."
253,"France and Britain are calling for United Nations inspectors to be given immediate access to the site of a suspected chemical attack in Syria. The Syrian opposition has accused government forces of carrying out a deadly gas attack on residents of the Duma neighbourhood, possibly up to 1300 people, in the early hours of Wednesday morning. The government has denied using chemical weapons. French and British officials have expressed outrage at the alleged attack, comparing it to a similar tragedy that occurred in Iraq in 1988 when thousands of Kurds were killed by Saddam Hussein's forces.

The UN Security Council will hold an emergency meeting to discuss the situation. Reporting from Paris, where a working dinner was held between French and British foreign ministers, it has been stated that there is no reason why the UN team should not be given unrestricted access to the area where the alleged attack took place.","{""Name of casualty or group"": ""Residents of Duma neighbourhood"", ""Gender or age group"": ""Mixed ages"", ""Cause of death"": ""alleged deadly chemical weapons attack by government forces"", ""Type"": ""Civilian"", ""Actor"": ""Rebel fighters"", ""Place of death"": ""Duma neighbourhood of Damascus"", ""Date of death"": ""August 21, 2013 (pre-dawn)""}",August 21 2013 France Britain say U.N. must access alleged Syria attack site. France and Britain said on Wednesday that United Nations inspectors currently in Syria should be allowed immediate access to the site of an alleged deadly chemical weapons attack. Syrias opposition accused government forces of gassing many hundreds of people - by one report as many as 1300 - in a pre-dawn attack on Wednesday. The government of President Bashar al-Assad denied using chemical weapons. I hope this will wake up some who have supported the Assad regime to realize its murderous and barbaric nature British Foreign Secretary William Hague told reporters in Paris. Survivors from what activists say is a gas attack rest inside a mosque in the Duma neighbourhood of Damascus August 21 2013. REUTERS/Bassam Khabieh We hope the U.N. team in Damascus will be given immediate and unrestricted access to this area to try and establish the truth. There is no reason not to be given access when (the site) is not so many miles from where they are doing their work now he added heading into a working dinner with his French counterpart Laurent Fabius. Fabius who earlier spoke over the phone with the head of the opposition Syrian National Coalition called the alleged attack a horrendous tragedy not seen since thousands of Iraqi Kurds were gassed by Saddam Husseins forces at Halabja in 1988. The U.N. Security Council of which Britain and France are permanent members will hold an emergency meeting at 1900 GMT to discuss the alleged attack. Reporting by John Irish; Editing by Andrew Heavens Our Standards:The Thomson Reuters Trust Principles.,"{""Name of casualty or group"": ""Many hundreds of people (estimated 1300 by opposition)"", ""Gender or age group"": ""Mixed ages"", ""Cause of death"": ""alleged deadly chemical weapons attack by government forces"", ""Type"": ""Civilian"", ""Actor"": ""Syrian government forces"", ""Place of death"": ""Duma neighbourhood of Damascus"", ""Date of death"": ""August 21, 2013 (pre-dawn)""}",actor,"The actor is the person or group responsible for the attack. You need to choose different facts for the value ""Actor"". Changed facts must bear different meaning. Common actors of Syrian war are: rebel groups, Russian forces, ISIS, the Syrian army, USA army, etc."
